season,country,quarter,semi,final,won,highest
1980/81,Romania,0,0,0,0,0
1980/81,Bulgaria,0,0,0,0,0
1980/81,Greece,0,0,0,0,0
1980/81,Israel,0,0,0,0,0
1980/81,Sweden,0,0,0,0,0
1980/81,Bosnia and Herzegovina,0,0,0,0,0
1980/81,Belarus,0,0,0,0,0
1980/81,Hungary,0,0,0,0,0
1980/81,Serbia,0,0,0,0,0
1980/81,Poland,0,0,0,0,0
1979/80,England,0,0,0,0,0
1979/80,Germany,5,4,2,1,4
1979/80,Norway,0,0,0,0,0
1979/80,Italy,0,0,0,0,0
1979/80,Scotland,0,0,0,0,0
1979/80,Spain,0,0,0,0,0
1979/80,France,1,0,0,0,1
1979/80,Portugal,0,0,0,0,0
1979/80,Holland,0,0,0,0,0
1979/80,Belgium,0,0,0,0,0
1979/80,Crotia,0,0,0,0,0
1979/80,Czechia,1,0,0,0,1
1979/80,Denmark,0,0,0,0,0
1979/80,Ukraine,0,0,0,0,0
1979/80,Switzerland,0,0,0,0,0
1979/80,Austria,0,0,0,0,0
1979/80,Russia,0,0,0,0,0
1979/80,Turkiye,0,0,0,0,0
1979/80,Romania,0,0,0,0,0
1979/80,Bulgaria,1,0,0,0,1
1979/80,Greece,0,0,0,0,0
1979/80,Israel,0,0,0,0,0
1979/80,Sweden,0,0,0,0,0
1979/80,Bosnia and Herzegovina,0,0,0,0,0
1979/80,Belarus,0,0,0,0,0
1979/80,Hungary,0,0,0,0,0
1979/80,Serbia,0,0,0,0,0
1979/80,Poland,0,0,0,0,0
1978/79,England,2,0,0,0,1
1978/79,Germany,3,3,1,1,4
1978/79,Norway,0,0,0,0,0
1978/79,Italy,0,0,0,0,0
1978/79,Scotland,0,0,0,0,0
1978/79,Spain,0,0,0,0,0
1978/79,France,0,0,0,0,0
1978/79,Portugal,0,0,0,0,0
1978/79,Holland,0,0,0,0,0
1978/79,Belgium,0,0,0,0,0
1978/79,Crotia,0,0,0,0,0
1978/79,Czechia,1,0,0,0,1
1978/79,Denmark,0,0,0,0,0
1978/79,Ukraine,0,0,0,0,0
1978/79,Switzerland,0,0,0,0,0
1978/79,Austria,0,0,0,0,0
1978/79,Russia,0,0,0,0,0
1978/79,Turkiye,0,0,0,0,0
1978/79,Romania,0,0,0,0,0
1978/79,Bulgaria,0,0,0,0,0
1978/79,Greece,0,0,0,0,0
1978/79,Israel,0,0,0,0,0
1978/79,Sweden,0,0,0,0,0
1978/79,Bosnia and Herzegovina,0,0,0,0,0
1978/79,Belarus,0,0,0,0,0
1978/79,Hungary,1,0,0,0,1
1978/79,Serbia,1,1,1,0,3
1978/79,Poland,0,0,0,0,0
1977/78,England,1,0,0,0,1
1977/78,Germany,3,0,0,0,1
1977/78,Norway,0,0,0,0,0
1977/78,Italy,0,0,0,0,0
1977/78,Scotland,0,0,0,0,0
1977/78,Spain,1,1,0,0,2
1977/78,France,1,1,1,0,3
1977/78,Portugal,0,0,0,0,0
1977/78,Holland,1,1,1,1,4
1977/78,Belgium,0,0,0,0,0
1977/78,Crotia,0,0,0,0,0
1977/78,Czechia,0,0,0,0,0
1977/78,Denmark,0,0,0,0,0
1977/78,Ukraine,0,0,0,0,0
1977/78,Switzerland,1,1,0,0,2
1977/78,Austria,0,0,0,0,0
1977/78,Russia,0,0,0,0,0
1977/78,Turkiye,0,0,0,0,0
1977/78,Romania,0,0,0,0,0
1977/78,Bulgaria,0,0,0,0,0
1977/78,Greece,0,0,0,0,0
1977/78,Israel,0,0,0,0,0
1977/78,Sweden,0,0,0,0,0
1977/78,Bosnia and Herzegovina,0,0,0,0,0
1977/78,Belarus,0,0,0,0,0
1977/78,Hungary,0,0,0,0,0
1977/78,Serbia,0,0,0,0,0
1977/78,Poland,0,0,0,0,0
1976/77,England,1,0,0,0,1
1976/77,Germany,1,0,0,0,1
1976/77,Norway,0,0,0,0,0
1976/77,Italy,1,1,1,1,4
1976/77,Scotland,0,0,0,0,0
1976/77,Spain,2,1,1,0,3
1976/77,France,0,0,0,0,0
1976/77,Portugal,0,0,0,0,0
1976/77,Holland,1,0,0,0,1
1976/77,Belgium,1,1,0,0,2
1976/77,Crotia,0,0,0,0,0
1976/77,Czechia,0,0,0,0,0
1976/77,Denmark,0,0,0,0,0
1976/77,Ukraine,0,0,0,0,0
1976/77,Switzerland,0,0,0,0,0
1976/77,Austria,0,0,0,0,0
1976/77,Russia,0,0,0,0,0
1976/77,Turkiye,0,0,0,0,0
1976/77,Romania,0,0,0,0,0
1976/77,Bulgaria,0,0,0,0,0
1976/77,Greece,1,1,0,0,2
1976/77,Israel,0,0,0,0,0
1976/77,Sweden,0,0,0,0,0
1976/77,Bosnia and Herzegovina,0,0,0,0,0
1976/77,Belarus,0,0,0,0,0
1976/77,Hungary,0,0,0,0,0
1976/77,Serbia,0,0,0,0,0
1976/77,Poland,0,0,0,0,0
1975/76,England,1,1,1,1,4
1975/76,Germany,2,1,0,0,2
1975/76,Norway,0,0,0,0,0
1975/76,Italy,1,0,0,0,1
1975/76,Scotland,0,0,0,0,0
1975/76,Spain,1,1,0,0,2
1975/76,France,0,0,0,0,0
1975/76,Portugal,0,0,0,0,0
1975/76,Holland,0,0,0,0,0
1975/76,Belgium,1,1,1,0,3
1975/76,Crotia,0,0,0,0,0
1975/76,Czechia,0,0,0,0,0
1975/76,Denmark,0,0,0,0,0
1975/76,Ukraine,0,0,0,0,0
1975/76,Switzerland,0,0,0,0,0
1975/76,Austria,0,0,0,0,0
1975/76,Russia,0,0,0,0,0
1975/76,Turkiye,0,0,0,0,0
1975/76,Romania,0,0,0,0,0
1975/76,Bulgaria,1,0,0,0,1
1975/76,Greece,0,0,0,0,0
1975/76,Israel,0,0,0,0,0
1975/76,Sweden,0,0,0,0,0
1975/76,Bosnia and Herzegovina,0,0,0,0,0
1975/76,Belarus,0,0,0,0,0
1975/76,Hungary,0,0,0,0,0
1975/76,Serbia,0,0,0,0,0
1975/76,Poland,1,0,0,0,1
1974/75,England,0,0,0,0,0
1974/75,Germany,3,2,1,1,4
1974/75,Norway,0,0,0,0,0
1974/75,Italy,1,1,0,0,2
1974/75,Scotland,0,0,0,0,0
1974/75,Spain,0,0,0,0,0
1974/75,France,0,0,0,0,0
1974/75,Portugal,0,0,0,0,0
1974/75,Holland,2,1,1,0,3
1974/75,Belgium,0,0,0,0,0
1974/75,Crotia,0,0,0,0,0
1974/75,Czechia,1,0,0,0,1
1974/75,Denmark,0,0,0,0,0
1974/75,Ukraine,0,0,0,0,0
1974/75,Switzerland,0,0,0,0,0
1974/75,Austria,0,0,0,0,0
1974/75,Russia,0,0,0,0,0
1974/75,Turkiye,0,0,0,0,0
1974/75,Romania,0,0,0,0,0
1974/75,Bulgaria,0,0,0,0,0
1974/75,Greece,0,0,0,0,0
1974/75,Israel,0,0,0,0,0
1974/75,Sweden,0,0,0,0,0
1974/75,Bosnia and Herzegovina,1,0,0,0,1
1974/75,Belarus,0,0,0,0,0
1974/75,Hungary,0,0,0,0,0
1974/75,Serbia,0,0,0,0,0
1974/75,Poland,0,0,0,0,0
1973/74,England,2,1,1,0,3
1973/74,Germany,3,2,0,0,2
1973/74,Norway,0,0,0,0,0
1973/74,Italy,0,0,0,0,0
1973/74,Scotland,0,0,0,0,0
1973/74,Spain,0,0,0,0,0
1973/74,France,0,0,0,0,0
1973/74,Portugal,1,0,0,0,1
1973/74,Holland,1,1,1,1,4
1973/74,Belgium,0,0,0,0,0
1973/74,Crotia,0,0,0,0,0
1973/74,Czechia,0,0,0,0,0
1973/74,Denmark,0,0,0,0,0
1973/74,Ukraine,0,0,0,0,0
1973/74,Switzerland,0,0,0,0,0
1973/74,Austria,0,0,0,0,0
1973/74,Russia,0,0,0,0,0
1973/74,Turkiye,0,0,0,0,0
1973/74,Romania,0,0,0,0,0
1973/74,Bulgaria,0,0,0,0,0
1973/74,Greece,0,0,0,0,0
1973/74,Israel,0,0,0,0,0
1973/74,Sweden,0,0,0,0,0
1973/74,Bosnia and Herzegovina,0,0,0,0,0
1973/74,Belarus,0,0,0,0,0
1973/74,Hungary,0,0,0,0,0
1973/74,Serbia,0,0,0,0,0
1973/74,Poland,1,0,0,0,1
1972/73,England,2,2,0,0,2
1972/73,Germany,3,1,1,1,4
1972/73,Norway,0,0,0,0,0
1972/73,Italy,0,0,0,0,0
1972/73,Scotland,0,0,0,0,0
1972/73,Spain,0,0,0,0,0
1972/73,France,0,0,0,0,0
1972/73,Portugal,1,0,0,0,1
1972/73,Holland,1,1,1,0,3
1972/73,Belgium,0,0,0,0,0
1972/73,Crotia,0,0,0,0,0
1972/73,Czechia,0,0,0,0,0
1972/73,Denmark,0,0,0,0,0
1972/73,Ukraine,0,0,0,0,0
1972/73,Switzerland,0,0,0,0,0
1972/73,Austria,0,0,0,0,0
1972/73,Russia,0,0,0,0,0
1972/73,Turkiye,0,0,0,0,0
1972/73,Romania,0,0,0,0,0
1972/73,Bulgaria,0,0,0,0,0
1972/73,Greece,0,0,0,0,0
1972/73,Israel,0,0,0,0,0
1972/73,Sweden,0,0,0,0,0
1972/73,Bosnia and Herzegovina,0,0,0,0,0
1972/73,Belarus,0,0,0,0,0
1972/73,Hungary,0,0,0,0,0
1972/73,Serbia,1,0,0,0,1
1972/73,Poland,0,0,0,0,0
1971/72,England,2,2,2,1,4
1971/72,Germany,0,0,0,0,0
1971/72,Norway,0,0,0,0,0
1971/72,Italy,2,1,0,0,2
1971/72,Scotland,0,0,0,0,0
1971/72,Spain,0,0,0,0,0
1971/72,France,0,0,0,0,0
1971/72,Portugal,0,0,0,0,0
1971/72,Holland,0,0,0,0,0
1971/72,Belgium,1,0,0,0,1
1971/72,Crotia,0,0,0,0,0
1971/72,Czechia,0,0,0,0,0
1971/72,Denmark,0,0,0,0,0
1971/72,Ukraine,0,0,0,0,0
1971/72,Switzerland,0,0,0,0,0
1971/72,Austria,0,0,0,0,0
1971/72,Russia,0,0,0,0,0
1971/72,Turkiye,0,0,0,0,0
1971/72,Romania,1,0,0,0,1
1971/72,Bulgaria,0,0,0,0,0
1971/72,Greece,0,0,0,0,0
1971/72,Israel,0,0,0,0,0
1971/72,Sweden,0,0,0,0,0
1971/72,Bosnia and Herzegovina,1,0,0,0,1
1971/72,Belarus,0,0,0,0,0
1971/72,Hungary,1,1,0,0,2
1971/72,Serbia,0,0,0,0,0
1971/72,Poland,0,0,0,0,0
1970/71,England,3,2,1,1,4
1970/71,Germany,2,1,0,0,3
1970/71,Norway,0,0,0,0,0
1970/71,Italy,1,1,1,0,3
1970/71,Scotland,0,0,0,0,0
1970/71,Spain,0,0,0,0,0
1970/71,France,0,0,0,0,0
1970/71,Portugal,1,0,0,0,1
1970/71,Holland,1,0,0,0,1
1970/71,Belgium,0,0,0,0,0
1970/71,Crotia,0,0,0,0,0
1970/71,Czechia,0,0,0,0,0
1970/71,Denmark,0,0,0,0,0
1970/71,Ukraine,0,0,0,0,0
1970/71,Switzerland,0,0,0,0,0
1970/71,Austria,0,0,0,0,0
1970/71,Russia,0,0,0,0,0
1970/71,Turkiye,0,0,0,0,0
1970/71,Romania,0,0,0,0,0
1970/71,Bulgaria,0,0,0,0,0
1970/71,Greece,0,0,0,0,0
1970/71,Israel,0,0,0,0,0
1970/71,Sweden,0,0,0,0,0
1970/71,Bosnia and Herzegovina,0,0,0,0,0
1970/71,Belarus,0,0,0,0,0
1970/71,Hungary,0,0,0,0,0
1970/71,Serbia,0,0,0,0,0
1970/71,Poland,0,0,0,0,0
1969/70,England,2,1,1,1,4
1969/70,Germany,2,0,0,0,1
1969/70,Norway,0,0,0,0,0
1969/70,Italy,1,1,0,0,2
1969/70,Scotland,0,0,0,0,0
1969/70,Spain,0,0,0,0,0
1969/70,France,0,0,0,0,0
1969/70,Portugal,0,0,0,0,0
1969/70,Holland,1,1,0,0,2
1969/70,Belgium,1,1,1,0,3
1969/70,Crotia,0,0,0,0,0
1969/70,Czechia,0,0,0,0,0
1969/70,Denmark,0,0,0,0,0
1969/70,Ukraine,0,0,0,0,0
1969/70,Switzerland,0,0,0,0,0
1969/70,Austria,0,0,0,0,0
1969/70,Russia,0,0,0,0,0
1969/70,Turkiye,0,0,0,0,0
1969/70,Romania,1,0,0,0,1
1969/70,Bulgaria,0,0,0,0,0
1969/70,Greece,0,0,0,0,0
1969/70,Israel,0,0,0,0,0
1969/70,Sweden,0,0,0,0,0
1969/70,Bosnia and Herzegovina,0,0,0,0,0
1969/70,Belarus,0,0,0,0,0
1969/70,Hungary,0,0,0,0,0
1969/70,Serbia,0,0,0,0,0
1969/70,Poland,0,0,0,0,0
1968/69,England,2,1,1,1,4
1968/69,Germany,1,0,0,0,1
1968/69,Norway,0,0,0,0,0
1968/69,Italy,0,0,0,0,0
1968/69,Scotland,1,1,0,0,2
1968/69,Spain,1,0,0,0,1
1968/69,France,0,0,0,0,0
1968/69,Portugal,1,0,0,0,1
1968/69,Holland,0,0,0,0,0
1968/69,Belgium,0,0,0,0,0
1968/69,Crotia,0,0,0,0,0
1968/69,Czechia,0,0,0,0,0
1968/69,Denmark,0,0,0,0,0
1968/69,Ukraine,0,0,0,0,0
1968/69,Switzerland,0,0,0,0,0
1968/69,Austria,0,0,0,0,0
1968/69,Russia,0,0,0,0,0
1968/69,Turkiye,1,1,0,0,2
1968/69,Romania,0,0,0,0,0
1968/69,Bulgaria,0,0,0,0,0
1968/69,Greece,0,0,0,0,0
1968/69,Israel,0,0,0,0,0
1968/69,Sweden,0,0,0,0,0
1968/69,Bosnia and Herzegovina,0,0,0,0,0
1968/69,Belarus,0,0,0,0,0
1968/69,Hungary,1,1,1,0,3
1968/69,Serbia,0,0,0,0,0
1968/69,Poland,0,0,0,0,0
1967/68,England,1,1,1,1,4
1967/68,Germany,0,0,0,0,0
1967/68,Norway,0,0,0,0,0
1967/68,Italy,1,1,0,0,2
1967/68,Scotland,2,1,0,0,2
1967/68,Spain,1,0,0,0,1
1967/68,France,0,0,0,0,0
1967/68,Portugal,0,0,0,0,0
1967/68,Holland,0,0,0,0,0
1967/68,Belgium,0,0,0,0,0
1967/68,Crotia,0,0,0,0,0
1967/68,Czechia,0,0,0,0,0
1967/68,Denmark,0,0,0,0,0
1967/68,Ukraine,0,0,0,0,0
1967/68,Switzerland,1,0,0,0,1
1967/68,Austria,0,0,0,0,0
1967/68,Russia,0,0,0,0,0
1967/68,Turkiye,0,0,0,0,0
1967/68,Romania,0,0,0,0,0
1967/68,Bulgaria,0,0,0,0,0
1967/68,Greece,0,0,0,0,0
1967/68,Israel,0,0,0,0,0
1967/68,Sweden,0,0,0,0,0
1967/68,Bosnia and Herzegovina,0,0,0,0,0
1967/68,Belarus,0,0,0,0,0
1967/68,Hungary,1,1,1,0,3
1967/68,Serbia,1,0,0,0,1
1967/68,Poland,0,0,0,0,0
1966/67,England,2,1,1,0,3
1966/67,Germany,2,1,0,0,2
1966/67,Norway,0,0,0,0,0
1966/67,Italy,2,0,0,0,1
1966/67,Scotland,1,1,0,0,2
1966/67,Spain,0,0,0,0,0
1966/67,France,0,0,0,0,0
1966/67,Portugal,0,0,0,0,0
1966/67,Holland,0,0,0,0,0
1966/67,Belgium,0,0,0,0,0
1966/67,Crotia,1,1,1,1,4
1966/67,Czechia,0,0,0,0,0
1966/67,Denmark,0,0,0,0,0
1966/67,Ukraine,0,0,0,0,0
1966/67,Switzerland,0,0,0,0,0
1966/67,Austria,0,0,0,0,0
1966/67,Russia,0,0,0,0,0
1966/67,Turkiye,0,0,0,0,0
1966/67,Romania,0,0,0,0,0
1966/67,Bulgaria,0,0,0,0,0
1966/67,Greece,0,0,0,0,0
1966/67,Israel,0,0,0,0,0
1966/67,Sweden,0,0,0,0,0
1966/67,Bosnia and Herzegovina,0,0,0,0,0
1966/67,Belarus,0,0,0,0,0
1966/67,Hungary,0,0,0,0,0
1966/67,Serbia,0,0,0,0,0
1966/67,Poland,0,0,0,0,0
1965/66,England,2,2,0,0,2
1965/66,Germany,1,0,0,0,1
1965/66,Norway,0,0,0,0,0
1965/66,Italy,0,0,0,0,0
1965/66,Scotland,1,0,0,0,1
1965/66,Spain,3,2,2,1,4
1965/66,France,0,0,0,0,0
1965/66,Portugal,0,0,0,0,0
1965/66,Holland,0,0,0,0,0
1965/66,Belgium,0,0,0,0,0
1965/66,Crotia,0,0,0,0,0
1965/66,Czechia,0,0,0,0,0
1965/66,Denmark,0,0,0,0,0
1965/66,Ukraine,0,0,0,0,0
1965/66,Switzerland,0,0,0,0,0
1965/66,Austria,0,0,0,0,0
1965/66,Russia,0,0,0,0,0
1965/66,Turkiye,0,0,0,0,0
1965/66,Romania,0,0,0,0,0
1965/66,Bulgaria,0,0,0,0,0
1965/66,Greece,0,0,0,0,0
1965/66,Israel,0,0,0,0,0
1965/66,Sweden,0,0,0,0,0
1965/66,Bosnia and Herzegovina,0,0,0,0,0
1965/66,Belarus,0,0,0,0,0
1965/66,Hungary,1,0,0,0,1
1965/66,Serbia,0,0,0,0,0
1965/66,Poland,0,0,0,0,0
1964/65,England,1,1,0,0,2
1964/65,Germany,0,0,0,0,0
1964/65,Norway,0,0,0,0,0
1964/65,Italy,1,1,1,0,3
1964/65,Scotland,0,0,0,0,0
1964/65,Spain,2,1,0,0,2
1964/65,France,1,0,0,0,1
1964/65,Portugal,0,0,0,0,0
1964/65,Holland,0,0,0,0,0
1964/65,Belgium,0,0,0,0,0
1964/65,Crotia,0,0,0,0,0
1964/65,Czechia,0,0,0,0,0
1964/65,Denmark,0,0,0,0,0
1964/65,Ukraine,0,0,0,0,0
1964/65,Switzerland,0,0,0,0,0
1964/65,Austria,0,0,0,0,0
1964/65,Russia,0,0,0,0,0
1964/65,Turkiye,0,0,0,0,0
1964/65,Romania,0,0,0,0,0
1964/65,Bulgaria,0,0,0,0,0
1964/65,Greece,0,0,0,0,0
1964/65,Israel,0,0,0,0,0
1964/65,Sweden,0,0,0,0,0
1964/65,Bosnia and Herzegovina,0,0,0,0,0
1964/65,Belarus,0,0,0,0,0
1964/65,Hungary,1,1,1,1,4
1964/65,Serbia,0,0,0,0,0
1964/65,Poland,0,0,0,0,0
1963/64,England,0,0,0,0,0
1963/64,Germany,1,1,0,0,2
1963/64,Norway,0,0,0,0,0
1963/64,Italy,2,0,0,0,1
1963/64,Scotland,0,0,0,0,0
1963/64,Spain,2,2,2,1,4
1963/64,France,0,0,0,0,0
1963/64,Portugal,0,0,0,0,0
1963/64,Holland,0,0,0,0,0
1963/64,Belgium,1,1,0,0,2
1963/64,Crotia,0,0,0,0,0
1963/64,Czechia,1,0,0,0,1
1963/64,Denmark,0,0,0,0,0
1963/64,Ukraine,0,0,0,0,0
1963/64,Switzerland,0,0,0,0,0
1963/64,Austria,0,0,0,0,0
1963/64,Russia,0,0,0,0,0
1963/64,Turkiye,0,0,0,0,0
1963/64,Romania,0,0,0,0,0
1963/64,Bulgaria,0,0,0,0,0
1963/64,Greece,0,0,0,0,0
1963/64,Israel,0,0,0,0,0
1963/64,Sweden,0,0,0,0,0
1963/64,Bosnia and Herzegovina,0,0,0,0,0
1963/64,Belarus,0,0,0,0,0
1963/64,Hungary,1,0,0,0,1
1963/64,Serbia,0,0,0,0,0
1963/64,Poland,0,0,0,0,0
1962/63,England,0,0,0,0,0
1962/63,Germany,1,0,0,0,1
1962/63,Norway,0,0,0,0,0
1962/63,Italy,1,1,0,0,2
1962/63,Scotland,1,0,0,0,1
1962/63,Spain,1,1,1,1,4
1962/63,France,0,0,0,0,0
1962/63,Portugal,0,0,0,0,0
1962/63,Holland,0,0,0,0,0
1962/63,Belgium,0,0,0,0,0
1962/63,Crotia,1,1,1,0,3
1962/63,Czechia,0,0,0,0,0
1962/63,Denmark,0,0,0,0,0
1962/63,Ukraine,0,0,0,0,0
1962/63,Switzerland,0,0,0,0,0
1962/63,Austria,0,0,0,0,0
1962/63,Russia,0,0,0,0,0
1962/63,Turkiye,0,0,0,0,0
1962/63,Romania,1,0,0,0,1
1962/63,Bulgaria,0,0,0,0,0
1962/63,Greece,0,0,0,0,0
1962/63,Israel,0,0,0,0,0
1962/63,Sweden,0,0,0,0,0
1962/63,Bosnia and Herzegovina,0,0,0,0,0
1962/63,Belarus,0,0,0,0,0
1962/63,Hungary,1,1,0,0,2
1962/63,Serbia,1,0,0,0,1
1962/63,Poland,0,0,0,0,0
1961/62,England,1,0,0,0,1
1961/62,Germany,0,0,0,0,0
1961/62,Norway,0,0,0,0,0
1961/62,Italy,1,0,0,0,1
1961/62,Scotland,0,0,0,0,0
1961/62,Spain,3,2,2,1,4
1961/62,France,0,0,0,0,0
1961/62,Portugal,0,0,0,0,0
1961/62,Holland,0,0,0,0,0
1961/62,Belgium,0,0,0,0,0
1961/62,Crotia,0,0,0,0,0
1961/62,Czechia,0,0,0,0,0
1961/62,Denmark,0,0,0,0,0
1961/62,Ukraine,0,0,0,0,0
1961/62,Switzerland,0,0,0,0,0
1961/62,Austria,0,0,0,0,0
1961/62,Russia,0,0,0,0,0
1961/62,Turkiye,0,0,0,0,0
1961/62,Romania,0,0,0,0,0
1961/62,Bulgaria,0,0,0,0,0
1961/62,Greece,0,0,0,0,0
1961/62,Israel,0,0,0,0,0
1961/62,Sweden,0,0,0,0,0
1961/62,Bosnia and Herzegovina,0,0,0,0,0
1961/62,Belarus,0,0,0,0,0
1961/62,Hungary,1,1,0,0,2
1961/62,Serbia,2,1,0,0,2
1961/62,Poland,0,0,0,0,0
1960/61,England,1,1,1,0,3
1960/61,Germany,1,0,0,0,1
1960/61,Norway,0,0,0,0,0
1960/61,Italy,2,2,1,1,4
1960/61,Scotland,1,1,0,0,2
1960/61,Spain,1,0,0,0,1
1960/61,France,0,0,0,0,0
1960/61,Portugal,0,0,0,0,0
1960/61,Holland,0,0,0,0,0
1960/61,Belgium,0,0,0,0,0
1960/61,Crotia,0,0,0,0,0
1960/61,Czechia,0,0,0,0,0
1960/61,Denmark,1,0,0,0,1
1960/61,Ukraine,0,0,0,0,0
1960/61,Switzerland,0,0,0,0,0
1960/61,Austria,0,0,0,0,0
1960/61,Russia,0,0,0,0,0
1960/61,Turkiye,0,0,0,0,0
1960/61,Romania,0,0,0,0,0
1960/61,Bulgaria,0,0,0,0,0
1960/61,Greece,0,0,0,0,0
1960/61,Israel,0,0,0,0,0
1960/61,Sweden,0,0,0,0,0
1960/61,Bosnia and Herzegovina,0,0,0,0,0
1960/61,Belarus,0,0,0,0,0
1960/61,Hungary,0,0,0,0,0
1960/61,Serbia,1,0,0,0,1
1960/61,Poland,0,0,0,0,0
1958/60,England,2,1,1,0,3
1958/60,Germany,0,0,0,0,0
1958/60,Norway,0,0,0,0,0
1958/60,Italy,2,0,0,0,1
1958/60,Scotland,0,0,0,0,0
1958/60,Spain,1,1,1,1,4
1958/60,France,0,0,0,0,0
1958/60,Portugal,0,0,0,0,0
1958/60,Holland,0,0,0,0,0
1958/60,Belgium,1,1,0,0,2
1958/60,Crotia,1,0,0,0,1
1958/60,Czechia,0,0,0,0,0
1958/60,Denmark,0,0,0,0,0
1958/60,Ukraine,0,0,0,0,0
1958/60,Switzerland,0,0,0,0,0
1958/60,Austria,0,0,0,0,0
1958/60,Russia,0,0,0,0,0
1958/60,Turkiye,0,0,0,0,0
1958/60,Romania,0,0,0,0,0
1958/60,Bulgaria,0,0,0,0,0
1958/60,Greece,0,0,0,0,0
1958/60,Israel,0,0,0,0,0
1958/60,Sweden,0,0,0,0,0
1958/60,Bosnia and Herzegovina,0,0,0,0,0
1958/60,Belarus,0,0,0,0,0
1958/60,Hungary,0,0,0,0,0
1958/60,Serbia,1,1,0,0,2
1958/60,Poland,0,0,0,0,0
1955/58,England,2,2,1,0,3
1955/58,Germany,2,0,0,0,1
1955/58,Norway,0,0,0,0,0
1955/58,Italy,1,0,0,0,1
1955/58,Scotland,0,0,0,0,0
1955/58,Spain,1,1,1,1,4
1955/58,France,0,0,0,0,0
1955/58,Portugal,0,0,0,0,0
1955/58,Holland,0,0,0,0,0
1955/58,Belgium,0,0,0,0,0
1955/58,Crotia,0,0,0,0,0
1955/58,Czechia,0,0,0,0,0
1955/58,Denmark,1,0,0,0,1
1955/58,Ukraine,0,0,0,0,0
1955/58,Switzerland,1,1,0,0,2
1955/58,Austria,0,0,0,0,0
1955/58,Russia,0,0,0,0,0
1955/58,Turkiye,0,0,0,0,0
1955/58,Romania,0,0,0,0,0
1955/58,Bulgaria,0,0,0,0,0
1955/58,Greece,0,0,0,0,0
1955/58,Israel,0,0,0,0,0
1955/58,Sweden,0,0,0,0,0
1955/58,Bosnia and Herzegovina,0,0,0,0,0
1955/58,Belarus,0,0,0,0,0
1955/58,Hungary,0,0,0,0,0
1955/58,Serbia,0,0,0,0,0
1955/58,Poland,0,0,0,0,0
